ROW_ID,ORDER_ID,ORDER_DATE,PRIORITY,QUANTITY,SALES,DISCOUNT,MODE,PROFIT,UNIT_PRICE,SHIPPING_COSTS,CUSTOMER_ID,PROVINCE,REGION,SEGMENT,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PRODUCT_CONTAINER,SHIP_DATE
2021,14406,3/8/2010,Medium,37,5610.84,0.07,Regular Air,2366.51,150.98,13.99,174,Nova Scotia,Atlantic,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,3/10/2010
2024,14434,2/15/2011,Not Specified,39,4733.88,0.02,Delivery Truck,239.41,119.99,56.14,724,Yukon,Yukon,Corporate,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,2/17/2011
2027,14435,12/1/2012,Not Specified,44,1299.91,0.06,Regular Air,439.26,30.98,5.76,469,Quebec,Quebec,Small Business,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Box,12/1/2012
2026,14435,12/1/2012,Not Specified,9,33367.85,0.01,Regular Air,3992.52,3499.99,24.49,469,Quebec,Quebec,Small Business,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Large Box,12/4/2012
2025,14435,12/1/2012,Not Specified,41,3731.59,0,Delivery Truck,-605.52,89.99,42,469,Quebec,Quebec,Small Business,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,12/2/2012
2028,14439,8/30/2012,High,27,1428.64,0.09,Regular Air,494.26,54.96,10.75,702,Yukon,Yukon,Corporate,Office Supplies,Paper,Xerox 1940,Small Box,8/31/2012
2030,14471,5/26/2011,Not Specified,42,286.73,0.05,Regular Air,-141.51,6.48,7.49,128,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 220,Small Box,5/28/2011
2029,14471,5/26/2011,Not Specified,44,823.63,0.03,Regular Air,375.02,18.65,3.77,128,British Columbia,West,Corporate,Furniture,Office Furnishings,3M Polarizing Light Filter Sleeves,Small Pack,5/26/2011
2031,14497,5/20/2012,Medium,34,214.03,0.02,Regular Air,-138.92,5.78,7.96,743,Alberta,West,Small Business,Office Supplies,Paper,Xerox 196,Small Box,5/23/2012
2032,14499,11/14/2010,Low,28,574.99,0.06,Regular Air,-148.87,20.97,6.5,328,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,11/19/2010
2034,14500,6/24/2011,Not Specified,46,1662.5,0.01,Regular Air,289.02,34.58,8.99,604,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,6/25/2011
2033,14500,6/24/2011,Not Specified,44,839.7,0.07,Regular Air,211.79,19.98,5.77,604,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,6/26/2011
2035,14503,2/5/2011,Not Specified,14,438.47,0.02,Express Air,157.89,30.56,2.99,194,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Surelock� Post Binders,Small Box,2/6/2011
2036,14528,6/15/2009,Critical,14,78.44,0.09,Regular Air,11.02,5.98,1.49,337,Nova Scotia,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,6/17/2009
2038,14529,9/20/2010,Low,42,208.78,0.05,Regular Air,24.87,5.08,2.03,142,British Columbia,West,Home Office,Furniture,Office Furnishings,"Master Caster Door Stop, Brown",Wrap Bag,9/22/2010
2037,14529,9/20/2010,Low,44,3819.42,0.1,Delivery Truck,-821.87,89.99,42,142,British Columbia,West,Home Office,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,9/24/2010
2041,14530,4/6/2009,High,44,4851.5025,0.01,Regular Air,1371.67,125.99,7.69,672,Saskachewan,Prarie,Home Office,Technology,Telephones and Communication,Timeport L7089,Small Box,4/6/2009
2040,14530,4/6/2009,High,49,645.14,0.1,Regular Air,-26.32,13.43,5.5,672,Saskachewan,Prarie,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,4/8/2009
2039,14530,4/6/2009,High,17,1556.61,0.06,Regular Air,-485.55,89.83,35,672,Saskachewan,Prarie,Home Office,Office Supplies,Storage & Organization,Fellowes Officeware� Wire Shelving,Large Box,4/8/2009
2042,14534,7/18/2010,Medium,46,745.99,0.02,Regular Air,226.09,15.98,4,574,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,7/18/2010
2043,14535,10/1/2010,Not Specified,22,245.96,0.03,Regular Air,-33.82,11.29,5.03,96,British Columbia,West,Consumer,Office Supplies,Storage & Organization,X-Rack� File for Hanging Folders,Small Box,10/2/2010
2044,14563,12/2/2011,Critical,31,953.0455,0.02,Regular Air,298.47,35.99,5.99,762,Alberta,West,Corporate,Technology,Telephones and Communication,Accessory41,Wrap Bag,12/3/2011
2046,14596,1/10/2009,Critical,19,63.14,0.06,Regular Air,-53.75,3.28,3.97,270,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,1/11/2009
2045,14596,1/10/2009,Critical,24,199.12,0.01,Regular Air,73.33,8.34,0.96,270,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Document Clip Frames,Wrap Bag,1/12/2009
2048,14597,8/30/2010,Critical,35,266.64,0.07,Regular Air,-36.76,7.96,4.95,738,Alberta,West,Corporate,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,8/31/2010
2047,14597,8/30/2010,Critical,41,320.42,0.03,Express Air,-66.37,7.68,6.16,738,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,8/31/2010
2049,14627,2/4/2009,Medium,47,671.03,0.07,Regular Air,67.86,14.48,6.46,103,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,"GBC White Gloss Covers, Plain Front",Small Box,2/5/2009
2050,14630,10/16/2012,Low,17,363.54,0.08,Regular Air,4.75,22.01,5.53,343,Yukon,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus� Battery Pencil Sharpener,Small Pack,10/16/2012
2051,14661,1/24/2010,Not Specified,38,1325.06,0.06,Regular Air,-180.23,35.77,9.02,738,British Columbia,West,Home Office,Technology,Computer Peripherals,"IBM Numeric Access II Keypad, 17-Key, Black",Small Box,1/25/2010
2054,14662,11/16/2011,High,48,5139.882,0.01,Regular Air,1275.67,125.99,8.99,337,Nova Scotia,Atlantic,Corporate,Technology,Telephones and Communication,M70,Small Box,11/17/2011
2052,14662,11/16/2011,High,48,257.75,0.02,Regular Air,-66.26,4.98,4.75,337,Nova Scotia,Atlantic,Corporate,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,11/17/2011
2053,14662,11/16/2011,High,24,39.69,0.05,Regular Air,-1.78,1.68,1,337,Newfoundland,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Prang Dustless Chalk Sticks,Wrap Bag,11/17/2011
2056,14693,1/9/2011,Critical,38,847.82,0.05,Delivery Truck,-1348.50,20.98,45,270,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Sand",Jumbo Drum,1/11/2011
2055,14693,1/9/2011,Critical,39,268.94,0.02,Regular Air,-87.52,6.48,6.41,270,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 221,Small Box,1/11/2011
2057,14695,9/5/2012,High,40,1992.45,0.05,Delivery Truck,-1609.92,48.58,54.11,247,Ontario,Ontario,Corporate,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Jumbo Box,9/6/2012
2058,14726,1/8/2012,Low,15,310.87,0.07,Regular Air,-21.48,20.95,4,37,Northwest Territories,Northwest Territories,Consumer,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,1/8/2012
2060,14727,7/19/2012,Medium,33,2269.41,0.05,Regular Air,630.18,70.97,3.5,344,Nova Scotia,Atlantic,Small Business,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,7/20/2012
2059,14727,7/19/2012,Medium,50,8532.152,0.04,Delivery Truck,-513.79,212.6,52.2,344,Newfoundland,Atlantic,Small Business,Furniture,Tables,Bush Advantage Collection� Round Conference Table,Jumbo Box,7/22/2012
2062,14755,1/5/2010,High,44,2322.812,0.1,Express Air,454.38,65.99,4.2,505,Ontario,Ontario,Consumer,Technology,Telephones and Communication,5170,Small Box,1/7/2010
2061,14755,1/5/2010,High,31,111.48,0.09,Regular Air,29.57,3.85,0.7,505,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,1/5/2010
2063,14756,8/31/2009,Low,2,42.3,0.06,Regular Air,-25.38,19.23,6.15,567,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Small Pack,8/31/2009
2064,14784,3/14/2012,Medium,43,2009.05,0.04,Delivery Truck,33.99,44.43,46.59,473,Quebec,Quebec,Small Business,Furniture,Tables,Hon 61000 Series Interactive Training Tables,Jumbo Box,3/15/2012
2066,14785,10/9/2009,High,25,744.12,0.02,Regular Air,146.51,28.15,6.17,376,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Small Pack,10/10/2009
2065,14785,10/9/2009,High,20,94.86,0.08,Regular Air,39.69,4.91,0.5,376,Manitoba,Prarie,Consumer,Office Supplies,Labels,Avery 493,Small Box,10/9/2009
2068,14789,11/29/2010,Not Specified,19,116.37,0.03,Regular Air,-32.60,5.58,5.3,484,Alberta,West,Consumer,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,Small Box,11/30/2010
2067,14789,11/29/2010,Not Specified,37,438.07,0,Express Air,12.06,10.89,4.5,484,Alberta,West,Consumer,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,12/1/2010
2069,14791,2/14/2010,Medium,29,1576.223,0.05,Regular Air,286.12,65.99,3.99,117,Ontario,Ontario,Consumer,Technology,Telephones and Communication,TIMEPORT P8767,Small Box,2/15/2010
2071,14819,1/25/2010,Not Specified,27,1584.1,0.07,Delivery Truck,-478.22,58.14,36.61,5,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,1/26/2010
2070,14819,1/25/2010,Not Specified,48,9062.73,0.09,Regular Air,3122.78,207.48,0.99,5,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box,1/27/2010
2072,14820,1/9/2012,High,39,278.902,0.04,Express Air,-104.47,7.99,5.03,312,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,1/11/2012
2074,14823,2/12/2009,Low,20,124.84,0.08,Regular Air,10.56,6.7,1.56,281,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Turquoise Lead Holder with Pocket Clip,Wrap Bag,2/12/2009
2073,14823,2/12/2009,Low,15,103.62,0.1,Regular Air,39.98,7.31,0.49,281,Ontario,Ontario,Small Business,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,2/21/2009
2076,14851,5/11/2012,Not Specified,26,1443.266,0.08,Regular Air,156.11,65.99,8.99,725,Yukon,Yukon,Corporate,Technology,Telephones and Communication,Talkabout T8367,Small Box,5/13/2012
2075,14851,5/11/2012,Not Specified,6,3378.18,0.08,Regular Air,-1352.68,599.99,24.49,725,Yukon,Yukon,Corporate,Technology,Copiers and Fax,Canon Image Class D660 Copier,Large Box,5/12/2012
2077,14852,12/24/2011,Medium,9,3800.4,0.03,Express Air,1234.57,420.98,19.99,112,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,12/24/2011
2078,14854,4/28/2010,Low,24,391.23,0.07,Regular Air,-27.98,16.91,6.25,509,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,5/2/2010
2081,14855,4/30/2010,Not Specified,19,2557.51,0.01,Delivery Truck,-168.48,124.49,51.94,559,Manitoba,Prarie,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,5/2/2010
2080,14855,4/30/2010,Not Specified,48,103.8,0.1,Regular Air,-150.53,2.23,4.57,559,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Eldon Pizzaz� Desk Accessories,Small Pack,5/2/2010
2079,14855,4/30/2010,Not Specified,44,174.9,0.06,Express Air,-150.90,3.58,5.47,559,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,5/2/2010
2083,14883,5/6/2011,Low,47,5126.418,0.03,Regular,1557.64,125.99,2.5,548,Alberta,West,Corporate,Technology,Telephones and Communication,i2000,Small Box,5/15/2011
2082,14883,5/6/2011,Low,38,978.4,0.07,Delivery Truck,-211.58,25.98,14.36,548,Alberta,West,Corporate,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,5/11/2011
2084,14884,9/27/2011,High,6,473.9855,0.06,Regular Air,-301.68,95.99,4.9,578,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,T60,Small Box,9/29/2011
2085,14913,2/14/2009,High,47,1003.43,0.01,Regular Air,208.06,19.98,8.68,656,Saskachewan,Prarie,Consumer,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,2/15/2009
2086,14916,2/27/2009,Low,16,1685.941,0.07,Express Air,21.02,125.99,8.8,220,Alberta,West,Corporate,Technology,Telephones and Communication,StarTAC 6500,Small Box,3/1/2009
2087,14948,5/28/2011,Medium,6,647.78,0,Delivery Truck,-144.87,100.98,35.84,131,British Columbia,West,Small Business,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,5/29/2011
2088,14950,9/26/2010,Low,48,525,0.03,Regular Air,63.50,10.48,2.89,354,Yukon,Yukon,Small Business,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,9/26/2010
2090,14951,5/17/2011,Medium,26,65.21,0.08,Regular Air,-41.60,2.6,2.4,569,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,5/17/2011
2089,14951,5/17/2011,Medium,34,2779.2,0.02,Regular Air,889.57,80.98,7.18,569,Saskachewan,Prarie,Home Office,Technology,Computer Peripherals,Logitech Cordless Navigator Duo,Small Box,5/19/2011
2091,14976,7/22/2011,High,46,231.35,0.03,Regular Air,-81.86,4.98,4.7,553,New Brunswick,Atlantic,Corporate,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,7/24/2011
2093,14978,5/27/2010,Critical,14,195.12,0,Regular Air,-6.32,13.48,4.51,621,Saskachewan,Prarie,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,5/28/2010
2092,14978,5/27/2010,Critical,14,12043.88,0.07,Delivery Truck,2011.31,880.98,44.55,621,Saskachewan,Prarie,Corporate,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,5/28/2010
2094,14980,7/14/2012,Critical,27,898.9,0.03,Regular Air,325.88,31.78,1.99,552,New Brunswick,Atlantic,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,7/15/2012
2096,14981,10/26/2010,Medium,8,154.21,0.03,Delivery Truck,-160.39,15.23,27.75,570,Yukon,Yukon,Home Office,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,Jumbo Box,10/28/2010
2095,14981,10/26/2010,Medium,8,279.77,0.07,Regular Air,-14.02,34.76,8.22,570,Yukon,Yukon,Home Office,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,10/27/2010
2098,14983,2/11/2009,High,18,3015.494,0.08,Regular Air,251.54,205.99,8.99,224,Saskachewan,Prarie,Consumer,Technology,Telephones and Communication,TimeportP7382,Small Box,2/12/2009
2097,14983,2/11/2009,High,48,8475.962,0.05,Express Air,2497.94,205.99,8.99,224,Saskachewan,Prarie,Consumer,Technology,Telephones and Communication,Talkabout T8097,Small Box,2/12/2009
2099,15009,12/21/2011,Not Specified,46,1200.13,0.09,Express Air,-7.80,28.15,8.99,390,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Small Pack,12/23/2011
2100,15009,12/21/2011,Not Specified,28,229.43,0.08,Express Air,61.09,7.78,2.5,390,Nova Scotia,Atlantic,Small Business,Office Supplies,Envelopes,Staples #10 Colored Envelopes,Small Box,12/22/2011
2101,15014,2/10/2010,Medium,10,633.13,0.05,Delivery Truck,-203.90,58.14,36.61,248,Ontario,Ontario,Corporate,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,2/13/2010
2102,15015,11/25/2010,High,47,306.77,0.03,Regular Air,-102.06,6.24,5.22,757,Alberta,West,Small Business,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,11/26/2010
2103,15040,12/4/2009,Low,48,410.35,0.1,Express Air,114.02,9.11,2.15,648,Saskachewan,Prarie,Consumer,Office Supplies,Paper,"Black Print Carbonless Snap-Off� Rapid Letter, 8 1/2"" x 7""",Wrap Bag,12/8/2009
2104,15044,3/6/2012,Low,42,1681.6,0.07,Regular Air,167.37,39.99,10.25,71,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Small Box,3/10/2012
2105,15045,8/20/2010,Not Specified,11,1378.72,0.07,Delivery Truck,-640.60,122.99,70.2,566,Manitoba,Prarie,Small Business,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,8/22/2010
2106,15074,11/28/2009,Not Specified,27,941.4,0.05,Regular Air,369.48,35.44,5.09,744,Alberta,West,Consumer,Office Supplies,Paper,Xerox 1932,Small Box,11/29/2009
2108,15075,10/4/2009,Medium,10,54.84,0.01,Regular Air,-56.30,5.02,5.14,338,Manitoba,Prarie,Consumer,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,10/6/2009
2107,15075,10/4/2009,Medium,24,1548.43,0.02,Regular Air,622.89,63.94,14.48,338,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",Small Box,10/4/2009
2109,15078,11/9/2010,High,33,207.01,0.01,Regular Air,-36.90,5.78,4.96,476,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1899,Small Box,11/10/2010
2111,15079,1/15/2010,Medium,23,1130.79,0.01,Regular Air,468.19,48.91,5.97,533,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1917,Small Box,1/16/2010
2110,15079,1/15/2010,Medium,45,3753.42,0,Regular Air,1276.25,80.98,7.18,533,Ontario,Ontario,Small Business,Technology,Computer Peripherals,Logitech Cordless Navigator Duo,Small Box,1/18/2010
2112,15104,3/29/2012,Medium,23,109.43,0.09,Regular Air,21.77,4.82,1.49,745,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,Tuff Stuff� Recycled Round Ring Binders,Small Box,4/1/2012
2113,15105,11/3/2009,Low,39,460.43,0.07,Regular Air,-76.18,12.28,6.13,354,Yukon,Yukon,Small Business,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,11/10/2009
2116,15106,1/27/2011,Not Specified,35,82.15,0.03,Regular Air,-6.33,2.21,1.12,7,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Pens & Art Supplies,Newell 327,Wrap Bag,1/29/2011
2115,15106,1/27/2011,Not Specified,39,5403.37,0.06,Delivery Truck,948.79,145.45,17.85,7,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,1/27/2011
2114,15106,1/27/2011,Not Specified,42,283.58,0.03,Regular Air,-14.23,6.64,4.95,7,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Small Pack,1/29/2011
2117,15108,8/27/2009,High,50,2066.16,0.02,Regular Air,372.36,40.99,17.48,40,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1893,Small Box,8/29/2009
2122,15109,12/14/2010,Not Specified,10,142.15,0.09,Regular Air,-58.18,14.03,9.37,198,Manitoba,Prarie,Home Office,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,12/16/2010
2121,15109,12/14/2010,Not Specified,23,262.78,0.04,Regular Air,19.36,10.98,3.37,198,Manitoba,Prarie,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars� Softgrip Scissors,Small Pack,12/15/2010
2120,15109,12/14/2010,Not Specified,33,88.7,0.06,Regular Air,-89.13,2.52,4.28,198,Manitoba,Prarie,Home Office,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank� Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Wrap Bag,12/16/2010
2119,15109,12/14/2010,Not Specified,45,293.47,0.06,Regular Air,-205.38,6.48,8.4,198,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 212,Small Box,12/16/2010
2118,15109,12/14/2010,Not Specified,11,230.72,0.08,Regular Air,-68.76,20.95,5.99,198,Manitoba,Prarie,Home Office,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,12/17/2010
2123,15111,12/17/2009,Not Specified,13,970.47,0.1,Regular Air,192.38,81.32,0.99,725,Yukon,Yukon,Corporate,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece� Compact Power Control Center,Small Box,12/19/2009
2125,15139,11/19/2009,High,33,744.12,0.01,Delivery Truck,-1163.21,20.98,45,68,Prince Edward Island,Atlantic,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Sand",Jumbo Drum,11/19/2009
2124,15139,11/19/2009,High,17,5203.9,0.07,Delivery Truck,636.20,300.98,64.73,68,Prince Edward Island,Atlantic,Corporate,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,11/21/2009
2126,15142,4/4/2012,Not Specified,21,330.22,0.07,Regular Air,-51.72,15.28,10.91,187,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Recycled Premium Regency Composition Covers,Small Box,4/6/2012
2127,15170,3/18/2009,Critical,19,356.4645,0.01,Regular Air,-9.11,20.99,4.81,313,Ontario,Ontario,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,3/18/2009
2128,15202,7/9/2010,High,36,1340.93,0.09,Express Air,154.16,39.98,9.2,407,Yukon,Yukon,Consumer,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,7/11/2010
2130,15205,3/17/2011,Critical,42,1753.51,0.02,Regular Air,155.72,39.98,9.2,20,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,3/18/2011
2129,15205,3/17/2011,Critical,18,4605.36,0.02,Delivery Truck,678.26,243.98,43.32,20,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,3/19/2011
2131,15206,11/4/2010,Low,35,5287.16,0.05,Delivery Truck,-769.05,150.98,66.27,707,Yukon,Yukon,Small Business,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,11/9/2010
2133,15234,3/12/2010,Not Specified,12,1323.5435,0,Express Air,-34.73,125.99,8.08,605,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,M3682,Small Box,3/13/2010
2132,15234,3/12/2010,Not Specified,21,2185.9535,0.1,Regular Air,268.01,125.99,8.99,605,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,StarTAC ST7868,Small Box,3/13/2010
2135,15236,4/9/2012,Not Specified,30,381.39,0.01,Express Air,31.24,12.07,6.2,307,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon� 500 Class� Desk Accessories,Wrap Bag,4/11/2012
2134,15236,4/9/2012,Not Specified,33,341.42,0.06,Regular Air,71.50,10.91,2.99,307,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D� Binders,Small Box,4/10/2012
2137,15264,11/17/2011,Medium,13,90.15,0.07,Regular Air,33.05,7.31,0.49,466,Quebec,Quebec,Home Office,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,11/17/2011
2136,15264,11/17/2011,Medium,3,3581.52,0.07,Regular Air,-408.22,1270.99,19.99,466,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Small Box,11/19/2011
2138,15270,1/31/2009,Not Specified,36,257.91,0,Regular Air,90.86,6.98,1.6,325,Manitoba,Prarie,Corporate,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",Wrap Bag,2/2/2009
2140,15271,7/25/2010,Critical,7,222.258,0.03,Regular Air,-77.90,35.99,1.25,378,Nova Scotia,Atlantic,Consumer,Technology,Telephones and Communication,Accessory13,Small Pack,7/25/2010
2139,15271,7/25/2010,Critical,18,2389.3,0.01,Regular Air,589.38,128.24,12.65,378,Nova Scotia,Atlantic,Consumer,Furniture,Chairs & Chairmats,SAFCO Folding Chair Trolley,Medium Box,7/25/2010
2141,15296,8/7/2012,Not Specified,38,6216.6,0.02,Regular Air,1082.21,161.55,19.99,586,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer� Files,Small Box,8/9/2012
2142,15300,2/8/2011,High,42,229.88,0.05,Express Air,-75.25,5.28,5.06,220,Alberta,West,Home Office,Office Supplies,Paper,Astroparche� Fine Business Paper,Small Box,2/10/2011
2144,15303,9/13/2010,Critical,18,526.45,0.02,Regular Air,-108.14,28.48,8.99,735,British Columbia,West,Home Office,Technology,Computer Peripherals,"Imation IBM Formatted Diskettes, 100/Pack",Small Pack,9/15/2010
2143,15303,9/13/2010,Critical,21,101.13,0.02,Regular Air,-74.41,4.54,5.83,735,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,"Avery� Durable Plastic 1"" Binders",Small Box,9/14/2010
2145,15329,4/27/2012,High,34,1014.87,0.04,Express Air,319.52,29.89,1.99,92,British Columbia,West,Consumer,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,4/27/2012
2146,15332,5/30/2010,Not Specified,6,321.71,0.1,Regular Air,-2.73,52.4,16.11,198,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Laser Imprintable Binding System Covers,Small Box,6/1/2010
2147,15335,9/17/2010,Medium,26,765.96,0.1,Regular Air,240.06,31.78,1.99,606,Manitoba,Prarie,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,9/19/2010
